#,TestHouse,Product,Assembly,Wire Type,Stage,Lot ID,No.,Vendor Lot ID,Total,Pass,Yield,LotEndDate
485,SMK,SH69P26K,771,AU,FT,N9R4S,22,P14092910714,3600,3592,99.77,2014-10-13
486,SMK,SH69P26K,771,AU,FT,N9R4S,23,P14092910703,3600,3592,99.77,2014-10-14
487,SMK,SH69P26K,771,AU,FT,N9R4S,24,P14092910704,3600,3582,99.5,2014-10-14
488,SMK,SH69P26K,771,AU,FT,N9R4S,25,P14092910705,3600,3593,99.8,2014-10-14
489,SMK,SH69P26K,771,AU,FT,N9R4S,26,P14092910721,3600,3586,99.61,2014-10-14
490,SMK,SH69P26K,771,AU,FT,N9R4S,27,P14092910715,3600,3594,99.83,2014-10-14
491,SMK,SH69P26K,771,AU,FT,N9R4S,28,P14092910701,3600,3589,99.69,2014-10-14
492,SMK,SH69P26K,771,AU,FT,N9R4S,29,P14092910722,3600,3582,99.5,2014-10-14
493,SMK,SH69P26K,771,AU,FT,N9R4S,30,P14092910707,3600,3591,99.75,2014-10-14
494,SMK,SH69P26K,771,AU,FT,N9R4S,31,P14092910723,3600,3590,99.72,2014-10-14
495,SMK,SH69P26K,771,AU,FT,N9R4S,32,P14092910712,3600,3587,99.63,2014-10-14
496,SMK,SH69P26K,771,AU,FT,N9R4S,33,P14092910710,3600,3589,99.69,2014-10-14
497,SMK,SH69P26K,771,AU,FT,N9R4S,34,P14092910702,3600,3590,99.72,2014-10-14
498,SMK,SH69P26K,771,AU,FT,N9R4S,35,P14092910717,3600,3587,99.63,2014-10-14
499,SMK,SH69P26K,771,AU,FT,N9R4S,36,P14092910718,3600,3587,99.63,2014-10-15
500,SMK,SH69P26K,771,AU,FT,N9R4S,37,P14092910716,3600,3572,99.22,2014-10-15
501,SMK,SH69P26K,771,AU,FT,N9R4S,38,P14092910713,3600,3556,98.77,2014-10-15
502,SMK,SH69P26K,771,AU,FT,N9R4S,39,P14092910720,3600,3584,99.55,2014-10-15
503,SMK,SH69P26K,771,AU,FT,N9R4S,40,P14100821301,613,612,99.83,2014-10-15
504,SMK,SH69P26K,771,AU,FT,N9R4S,41,P14092910719,3600,3584,99.55,2014-10-15
505,SMK,SH69P26K,771,AU,FT,N9R4S,42,P14092910725,3600,3591,99.75,2014-10-15
506,SMK,SH69P26K,771,AU,FT,N9R4S,43,P14092910724,3600,3583,99.52,2014-10-15
507,SMK,SH69P26K,771,AU,FT,N9R4S,44,P14092910709,3600,3575,99.3,2014-10-15
508,SMK,SH69P26K,771,AU,FT,N9R4S,45,P14100821303,3600,3584,99.55,2014-10-15
509,SMK,SH69P26K,771,AU,FT,N9R4S,46,P14092910711,3600,3588,99.66,2014-10-16
510,SMK,SH69P26K,771,AU,FT,N9R4S,47,P14100821302,3600,3574,99.27,2014-10-16
511,SMK,SH69P26K,771,AU,FT,N9R4S,48,P14092910706,3600,3571,99.19,2014-10-16
512,SMK,SH69P26K,771,AU,FT,N9R4S,49,P14092910708,3600,3577,99.36,2014-10-17
513,SMK,SH69P26K,771,AU,FT,N9R4T,1,P14100606613,3600,3585,99.58,2014-10-8
514,SMK,SH69P26K,771,AU,FT,N9R4T,2,P14100606612,3600,3585,99.58,2014-10-8
515,SMK,SH69P26K,771,AU,FT,N9R4T,3,P14100606611,3600,3589,99.69,2014-10-8
516,SMK,SH69P26K,771,AU,FT,N9R4T,4,P14100606601,3600,3582,99.5,2014-10-8
517,SMK,SH69P26K,771,AU,FT,N9R4T,5,P14100606608,3600,3590,99.72,2014-10-9
518,SMK,SH69P26K,771,AU,FT,N9R4T,6,P14100606609,3600,3585,99.58,2014-10-9
519,SMK,SH69P26K,771,AU,FT,N9R4T,7,P14100801010,3600,3585,99.58,2014-10-9
520,SMK,SH69P26K,771,AU,FT,N9R4T,8,P14100801009,3600,3587,99.63,2014-10-9
521,SMK,SH69P26K,771,AU,FT,N9R4T,9,P14100801003,3600,3582,99.5,2014-10-9
522,SMK,SH69P26K,771,AU,FT,N9R4T,10,P14100606614,3600,3586,99.61,2014-10-9
523,SMK,SH69P26K,771,AU,FT,N9R4T,11,P14100801008,3600,3592,99.77,2014-10-9
524,SMK,SH69P26K,771,AU,FT,N9R4T,12,P14100801004,3600,3585,99.58,2014-10-9
525,SMK,SH69P26K,771,AU,FT,N9R4T,13,P14100606605,3600,3583,99.52,2014-10-10
526,SMK,SH69P26K,771,AU,FT,N9R4T,14,P14100801001,3600,3589,99.69,2014-10-10
527,SMK,SH69P26K,771,AU,FT,N9R4T,15,P14100801002,3600,3590,99.72,2014-10-10
528,SMK,SH69P26K,771,AU,FT,N9R4T,16,P14100801103,3600,3582,99.5,2014-10-10
529,SMK,SH69P26K,771,AU,FT,N9R4T,17,P14100801007,3600,3586,99.61,2014-10-10
530,SMK,SH69P26K,771,AU,FT,N9R4T,18,P14100801112,3600,3591,99.75,2014-10-10
531,SMK,SH69P26K,771,AU,FT,N9R4T,19,P14100801108,3600,3589,99.69,2014-10-10
532,SMK,SH69P26K,771,AU,FT,N9R4T,20,P14100801109,3600,3584,99.55,2014-10-10
533,SMK,SH69P26K,771,AU,FT,N9R4T,21,P14100801105,3600,3585,99.58,2014-10-10
534,SMK,SH69P26K,771,AU,FT,N9R4T,22,P14100606607,3600,3580,99.44,2014-10-11
535,SMK,SH69P26K,771,AU,FT,N9R4T,23,P14100801111,3600,3588,99.66,2014-10-11
536,SMK,SH69P26K,771,AU,FT,N9R4T,24,P14100801106,3600,3583,99.52,2014-10-11
537,SMK,SH69P26K,771,AU,FT,N9R4T,25,P14100606603,3600,3586,99.61,2014-10-11
538,SMK,SH69P26K,771,AU,FT,N9R4T,26,P14100801107,3600,3585,99.58,2014-10-11
539,SMK,SH69P26K,771,AU,FT,N9R4T,27,P14092910601,3600,3586,99.61,2014-10-11
540,SMK,SH69P26K,771,AU,FT,N9R4T,28,P14092910604,3600,3591,99.75,2014-10-11
541,SMK,SH69P26K,771,AU,FT,N9R4T,29,P14092910607,3600,3585,99.58,2014-10-11
542,SMK,SH69P26K,771,AU,FT,N9R4T,30,P14100606606,3600,3583,99.52,2014-10-11
543,SMK,SH69P26K,771,AU,FT,N9R4T,31,P14092910606,3600,3582,99.5,2014-10-11
544,SMK,SH69P26K,771,AU,FT,N9R4T,32,P14092910603,3600,3588,99.66,2014-10-11
545,SMK,SH69P26K,771,AU,FT,N9R4T,33,P14100801101,3600,3588,99.66,2014-10-11
546,SMK,SH69P26K,771,AU,FT,N9R4T,34,P14100801104,3600,3583,99.52,2014-10-11
547,SMK,SH69P26K,771,AU,FT,N9R4T,35,P14100801102,3600,3583,99.52,2014-10-11
548,SMK,SH69P26K,771,AU,FT,N9R4T,36,P14100801005,3600,3571,99.19,2014-10-11
549,SMK,SH69P26K,771,AU,FT,N9R4T,37,P14100606604,3600,3578,99.38,2014-10-11
550,SMK,SH69P26K,771,AU,FT,N9R4T,38,P14092910602,3600,3585,99.58,2014-10-12
551,SMK,SH69P26K,771,AU,FT,N9R4T,39,P14100801110,3600,3575,99.3,2014-10-16
552,SMK,SH69P26K,771,AU,FT,N9R4T,40,P14092910605,3600,3573,99.25,2014-10-16
553,SMK,SH69P26K,771,AU,FT,N9R4T,41,P14100606610,3600,3575,99.3,2014-10-16
554,SMK,SH69P26K,771,AU,FT,N9R4T,42,P14101302901,3430,3412,99.47,2014-10-17
555,SMK,SH69P26K,771,AU,FT,N9R4T,43,P14101302902,3600,3586,99.61,2014-10-17
556,SMK,SH69P26K,771,AU,FT,N9R4T,44,P14100801006,3600,3583,99.52,2014-10-17
557,SMK,SH69P26K,771,AU,FT,N9R4T,45,P14100606602,3600,3578,99.38,2014-10-17
558,SMK,SH69P26K,771,AU,FT,N9R4T,46,P14101302904,3600,3578,99.38,2014-10-21
559,SMK,SH69P26K,ANST,AU,FT,N9R4Y,34,P14092516302,3600,3564,99,2014-10-23
560,SMK,SH69P26K,ANST,AU,FT,N9R4Y,35,P14092516301,3489,3470,99.45,2014-10-24
561,SMK,SH69P26K,771,AU,FT,N9RJK,1,P14102006518,3600,3590,99.72,2014-10-21
562,SMK,SH69P26K,771,AU,FT,N9RJK,2,P14102006515,3600,3588,99.66,2014-10-21
563,SMK,SH69P26K,771,AU,FT,N9RJK,3,P14102006510,3600,3586,99.61,2014-10-21
564,SMK,SH69P26K,771,AU,FT,N9RJK,4,P14102006511,3600,3582,99.5,2014-10-21
565,SMK,SH69P26K,771,AU,FT,N9RJK,5,P14102006516,3600,3584,99.55,2014-10-21
566,SMK,SH69P26K,771,AU,FT,N9RJK,6,P14102006509,3600,3582,99.5,2014-10-21
567,SMK,SH69P26K,771,AU,FT,N9RJK,7,P14102006517,3600,3585,99.58,2014-10-21
568,SMK,SH69P26K,771,AU,FT,N9RJK,8,P14102006514,3600,3584,99.55,2014-10-21
569,SMK,SH69P26K,771,AU,FT,N9RJK,9,P14102006513,3600,3588,99.66,2014-10-21
570,SMK,SH69P26K,771,AU,FT,N9RJK,10,P14102006512,3600,3587,99.63,2014-10-21
571,SMK,SH69P26K,771,AU,FT,N9RJK,11,P14102006505,3600,3588,99.66,2014-10-22
572,SMK,SH69P26K,771,AU,FT,N9RJK,12,P14102006507,3600,3582,99.5,2014-10-22
573,SMK,SH69P26K,771,AU,FT,N9RJK,13,P14102006502,3600,3589,99.69,2014-10-22
574,SMK,SH69P26K,771,AU,FT,N9RJK,14,P14102006503,3600,3592,99.77,2014-10-22
575,SMK,SH69P26K,771,AU,FT,N9RJK,15,P14102007508,3600,3584,99.55,2014-10-23
576,SMK,SH69P26K,771,AU,FT,N9RJK,16,P14102007515,3600,3577,99.36,2014-10-23
577,SMK,SH69P26K,771,AU,FT,N9RJK,17,P14102007503,3600,3585,99.58,2014-10-23
578,SMK,SH69P26K,771,AU,FT,N9RJK,18,P14102007502,3600,3589,99.69,2014-10-23
579,SMK,SH69P26K,771,AU,FT,N9RJK,19,P14102006501,3600,3587,99.63,2014-10-23
580,SMK,SH69P26K,771,AU,FT,N9RJK,20,P14102007507,3600,3591,99.75,2014-10-23
581,SMK,SH69P26K,771,AU,FT,N9RJK,21,P14102007510,3600,3586,99.61,2014-10-23
582,SMK,SH69P26K,771,AU,FT,N9RJK,22,P14102007513,3600,3589,99.69,2014-10-23
583,SMK,SH69P26K,771,AU,FT,N9RJK,23,P14102007504,3600,3591,99.75,2014-10-23
584,SMK,SH69P26K,771,AU,FT,N9RJK,24,P14102007511,3600,3585,99.58,2014-10-23
585,SMK,SH69P26K,771,AU,FT,N9RJK,25,P14102007514,3600,3592,99.77,2014-10-23
586,SMK,SH69P26K,771,AU,FT,N9RJK,26,P14102007506,3600,3587,99.63,2014-10-23
587,SMK,SH69P26K,771,AU,FT,N9RJK,27,P14102007505,3600,3585,99.58,2014-10-23
588,SMK,SH69P26K,771,AU,FT,N9RJK,28,P14102006607,3600,3585,99.58,2014-10-23
589,SMK,SH69P26K,771,AU,FT,N9RJK,29,P14102006602,3600,3582,99.5,2014-10-23
590,SMK,SH69P26K,771,AU,FT,N9RJK,30,P14102006612,3600,3589,99.69,2014-10-24
591,SMK,SH69P26K,771,AU,FT,N9RJK,31,P14102006608,3600,3588,99.66,2014-10-24
592,SMK,SH69P26K,771,AU,FT,N9RJK,32,P14102006604,3600,3588,99.66,2014-10-24
593,SMK,SH69P26K,771,AU,FT,N9RJK,33,P14102006606,3600,3583,99.52,2014-10-25
594,SMK,SH69P26K,771,AU,FT,N9RJK,34,P14102006601,3600,3577,99.36,2014-10-25
595,SMK,SH69P26K,771,AU,FT,N9RJK,35,P14102006605,3600,3585,99.58,2014-10-25
596,SMK,SH69P26K,771,AU,FT,N9RJK,36,P14102006610,3600,3590,99.72,2014-10-25
597,SMK,SH69P26K,771,AU,FT,N9RJK,37,P14102007509,3600,3574,99.27,2014-10-25
598,SMK,SH69P26K,771,AU,FT,N9RJK,38,P14102016403,3600,3585,99.58,2014-10-25
599,SMK,SH69P26K,771,AU,FT,N9RJK,39,P14102007512,3600,3589,99.69,2014-10-28
600,SMK,SH69P26K,771,AU,FT,N9RJL,1,P14101302601,3600,3592,99.77,2014-10-15
601,SMK,SH69P26K,771,AU,FT,N9RJL,2,P14101302723,3600,3585,99.58,2014-10-15
602,SMK,SH69P26K,771,AU,FT,N9RJL,3,P14101302722,3600,3587,99.63,2014-10-15
603,SMK,SH69P26K,771,AU,FT,N9RJL,4,P14101302603,3600,3587,99.63,2014-10-15
604,SMK,SH69P26K,771,AU,FT,N9RJL,5,P14101302730,3600,3583,99.52,2014-10-15
605,SMK,SH69P26K,771,AU,FT,N9RJL,6,P14101302724,3600,3583,99.52,2014-10-15
606,SMK,SH69P26K,771,AU,FT,N9RJL,7,P14101302708,3600,3585,99.58,2014-10-15
607,SMK,SH69P26K,771,AU,FT,N9RJL,8,P14101302602,3600,3596,99.88,2014-10-15
608,SMK,SH69P26K,771,AU,FT,N9RJL,9,P14101302720,3600,3580,99.44,2014-10-16
609,SMK,SH69P26K,771,AU,FT,N9RJL,10,P14101302703,3600,3582,99.5,2014-10-16
610,SMK,SH69P26K,771,AU,FT,N9RJL,11,P14101302725,3600,3583,99.52,2014-10-16
611,SMK,SH69P26K,771,AU,FT,N9RJL,12,P14101302706,3600,3590,99.72,2014-10-16
612,SMK,SH69P26K,771,AU,FT,N9RJL,13,P14101302711,3600,3584,99.55,2014-10-16
613,SMK,SH69P26K,771,AU,FT,N9RJL,14,P14101302726,3600,3575,99.3,2014-10-16
614,SMK,SH69P26K,771,AU,FT,N9RJL,15,P14101302728,3600,3588,99.66,2014-10-16
615,SMK,SH69P26K,771,AU,FT,N9RJL,16,P14101100803,3600,3583,99.52,2014-10-16
616,SMK,SH69P26K,771,AU,FT,N9RJL,17,P14101302718,3600,3595,99.86,2014-10-16
617,SMK,SH69P26K,771,AU,FT,N9RJL,18,P14101302714,3600,3585,99.58,2014-10-16
618,SMK,SH69P26K,771,AU,FT,N9RJL,19,P14101302729,3600,3582,99.5,2014-10-16
619,SMK,SH69P26K,771,AU,FT,N9RJL,20,P14101100804,3601,3585,99.55,2014-10-16
620,SMK,SH69P26K,771,AU,FT,N9RJL,21,P14101100809,3600,3582,99.5,2014-10-16
621,SMK,SH69P26K,771,AU,FT,N9RJL,22,P14101100808,3600,3585,99.58,2014-10-16
622,SMK,SH69P26K,771,AU,FT,N9RJL,23,P14101302731,3600,3584,99.55,2014-10-16
623,SMK,SH69P26K,771,AU,FT,N9RJL,24,P14101302727,3600,3587,99.63,2014-10-16
624,SMK,SH69P26K,771,AU,FT,N9RJL,25,P14101302705,3600,3590,99.72,2014-10-16
625,SMK,SH69P26K,771,AU,FT,N9RJL,26,P14101302721,3600,3578,99.38,2014-10-16
626,SMK,SH69P26K,771,AU,FT,N9RJL,27,P14101100805,3600,3581,99.47,2014-10-17
627,SMK,SH69P26K,771,AU,FT,N9RJL,28,P14101302709,3600,3568,99.11,2014-10-17
628,SMK,SH69P26K,771,AU,FT,N9RJL,29,P14101302715,3600,3571,99.19,2014-10-17
629,SMK,SH69P26K,771,AU,FT,N9RJL,30,P14101302716,3600,3579,99.41,2014-10-17
630,SMK,SH69P26K,771,AU,FT,N9RJL,31,P14101302707,3600,3570,99.16,2014-10-17
631,SMK,SH69P26K,771,AU,FT,N9RJL,32,P14101302717,3600,3570,99.16,2014-10-18
632,SMK,SH69P26K,771,AU,FT,N9RJL,33,P14101302704,3600,3568,99.11,2014-10-18
633,SMK,SH69P26K,771,AU,FT,N9RJL,34,P14101302712,3600,3564,99,2014-10-18
634,SMK,SH69P26K,771,AU,FT,N9RJL,35,P14101302701,3600,3575,99.3,2014-10-18
635,SMK,SH69P26K,771,AU,FT,N9RJL,36,P14101100810,3600,3577,99.36,2014-10-18
636,SMK,SH69P26K,771,AU,FT,N9RJL,37,P14101100807,3600,3573,99.25,2014-10-18
637,SMK,SH69P26K,771,AU,FT,N9RJL,38,P14101302702,3600,3557,98.8,2014-10-18
638,SMK,SH69P26K,771,AU,FT,N9RJL,39,P14101302710,3600,3572,99.22,2014-10-18
639,SMK,SH69P26K,771,AU,FT,N9RJL,40,P14101100811,3600,3574,99.27,2014-10-19
640,SMK,SH69P26K,771,AU,FT,N9RJL,41,P14101520403,3600,3583,99.52,2014-10-20
641,SMK,SH69P26K,771,AU,FT,N9RJL,42,P14101302719,3600,3573,99.25,2014-10-21
642,SMK,SH69P26K,771,AU,FT,N9RJL,43,P14101520404,3600,3573,99.25,2014-10-22
643,SMK,SH69P26K,771,AU,FT,N9RJL,44,P14101302713,3600,3568,99.11,2014-10-22
644,SMK,SH69P26K,771,AU,FT,N9RJL,45,P14101100801,3600,3588,99.66,2014-10-23
645,SMK,SH69P26K,771,AU,FT,N9RJL,46,P14101520401,1553,1539,99.09,2014-10-23
646,SMK,SH69P26K,771,AU,FT,N9RJL,47,P14101520402,3600,3572,99.22,2014-10-23
647,SMK,SH69P26K,771,AU,FT,N9RJL,48,P14101100802,3600,3568,99.11,2014-10-26
648,SMK,SH69P26K,771,AU,FT,N9RJM,1,P14101302502,3600,3585,99.58,2014-10-16
649,SMK,SH69P26K,771,AU,FT,N9RJM,2,P14101302507,3600,3591,99.75,2014-10-16
650,SMK,SH69P26K,771,AU,FT,N9RJM,3,P14101302503,3600,3591,99.75,2014-10-16
651,SMK,SH69P26K,771,AU,FT,N9RJM,4,P14101302501,3600,3590,99.72,2014-10-16
652,SMK,SH69P26K,771,AU,FT,N9RJM,5,P14101302508,3600,3586,99.61,2014-10-16
653,SMK,SH69P26K,771,AU,FT,N9RJM,6,P14101302504,3600,3587,99.63,2014-10-16
654,SMK,SH69P26K,771,AU,FT,N9RJM,7,P14101302505,3600,3593,99.8,2014-10-17
655,SMK,SH69P26K,771,AU,FT,N9RJM,8,P14101302506,3600,3587,99.63,2014-10-17
656,SMK,SH69P26K,771,AU,FT,N9RJM,9,P14101302510,3600,3583,99.52,2014-10-17
657,SMK,SH69P26K,771,AU,FT,N9RJM,10,P14101302511,3600,3596,99.88,2014-10-17
658,SMK,SH69P26K,771,AU,FT,N9RJM,11,P14101302512,3600,3591,99.75,2014-10-17
659,SMK,SH69P26K,771,AU,FT,N9RJM,12,P14101302403,3600,3588,99.66,2014-10-17
660,SMK,SH69P26K,771,AU,FT,N9RJM,13,P14101520305,3600,3586,99.61,2014-10-18
661,SMK,SH69P26K,771,AU,FT,N9RJM,14,P14101701421,3600,3589,99.69,2014-10-18
662,SMK,SH69P26K,771,AU,FT,N9RJM,15,P14101701402,3600,3582,99.5,2014-10-18
663,SMK,SH69P26K,771,AU,FT,N9RJM,16,P14101520303,3600,3595,99.86,2014-10-18
664,SMK,SH69P26K,771,AU,FT,N9RJM,17,P14101701408,3600,3590,99.72,2014-10-19
665,SMK,SH69P26K,771,AU,FT,N9RJM,18,P14101302404,3600,3578,99.38,2014-10-19
666,SMK,SH69P26K,771,AU,FT,N9RJM,19,P14101302509,3600,3577,99.36,2014-10-19
667,SMK,SH69P26K,771,AU,FT,N9RJM,20,P14101302406,3600,3577,99.36,2014-10-19
668,SMK,SH69P26K,771,AU,FT,N9RJM,21,P14101701424,3600,3588,99.66,2014-10-19
669,SMK,SH69P26K,771,AU,FT,N9RJM,22,P14101701412,3600,3584,99.55,2014-10-20
670,SMK,SH69P26K,771,AU,FT,N9RJM,23,P14101701404,3600,3582,99.5,2014-10-20
671,SMK,SH69P26K,771,AU,FT,N9RJM,24,P14101701411,3600,3586,99.61,2014-10-20
672,SMK,SH69P26K,771,AU,FT,N9RJM,25,P14101520302,3600,3588,99.66,2014-10-20
673,SMK,SH69P26K,771,AU,FT,N9RJM,26,P14101701403,3600,3586,99.61,2014-10-20
674,SMK,SH69P26K,771,AU,FT,N9RJM,27,P14101302405,3600,3579,99.41,2014-10-20
675,SMK,SH69P26K,771,AU,FT,N9RJM,28,P14101701407,3600,3588,99.66,2014-10-20
676,SMK,SH69P26K,771,AU,FT,N9RJM,29,P14101701419,3600,3586,99.61,2014-10-20
677,SMK,SH69P26K,771,AU,FT,N9RJM,30,P14101701417,3600,3584,99.55,2014-10-20
678,SMK,SH69P26K,771,AU,FT,N9RJM,31,P14101701414,3600,3587,99.63,2014-10-20
679,SMK,SH69P26K,771,AU,FT,N9RJM,32,P14101701405,3600,3590,99.72,2014-10-20
680,SMK,SH69P26K,771,AU,FT,N9RJM,33,P14101701410,3600,3589,99.69,2014-10-20
681,SMK,SH69P26K,771,AU,FT,N9RJM,34,P14101701401,3600,3584,99.55,2014-10-20
682,SMK,SH69P26K,771,AU,FT,N9RJM,35,P14101520301,1766,1759,99.6,2014-10-20
683,SMK,SH69P26K,771,AU,FT,N9RJM,36,P14101701418,3600,3584,99.55,2014-10-20
684,SMK,SH69P26K,771,AU,FT,N9RJM,37,P14101701409,3600,3568,99.11,2014-10-20
685,SMK,SH69P26K,771,AU,FT,N9RJM,38,P14101701416,3600,3581,99.47,2014-10-20
686,SMK,SH69P26K,771,AU,FT,N9RJM,39,P14101701413,3600,3579,99.41,2014-10-21
687,SMK,SH69P26K,771,AU,FT,N9RJM,40,P14101302407,3600,3580,99.44,2014-10-21
688,SMK,SH69P26K,771,AU,FT,N9RJM,41,P14101701420,3600,3575,99.3,2014-10-21
689,SMK,SH69P26K,771,AU,FT,N9RJM,42,P14101701406,3600,3577,99.36,2014-10-21
690,SMK,SH69P26K,771,AU,FT,N9RJM,43,P14101701422,3600,3576,99.33,2014-10-22
691,SMK,SH69P26K,771,AU,FT,N9RJM,44,P14101520304,3600,3578,99.38,2014-10-22
692,SMK,SH69P26K,771,AU,FT,N9RJM,45,P14101701415,3600,3568,99.11,2014-10-23
693,SMK,SH69P26K,771,AU,FT,N9RJM,46,P14101701423,3600,3572,99.22,2014-10-23
694,SMK,SH69P26K,771,AU,FT,N9RJM,47,P14101302402,3600,3588,99.66,2014-10-23
695,SMK,SH69P26K,771,AU,FT,N9RJN-1,1,P14101509803,3600,3575,99.3,2014-10-21
696,SMK,SH69P26K,771,AU,FT,N9RJN-1,2,P14101509804,3600,3573,99.25,2014-10-22
697,SMK,SH69P26K,771,AU,FT,N9RJN-1,3,P14101520501,2777,2753,99.13,2014-10-22
698,SMK,SH69P26K,771,AU,FT,N9RJN-1,4,P14101520502,3600,3574,99.27,2014-10-22
699,SMK,SH69P26K,771,AU,FT,N9RJN-1,5,P14101509802,3600,3577,99.36,2014-10-23
700,SMK,SH69P26K,771,AU,FT,N9RJN-1,6,P14101509801,3600,3566,99.05,2014-10-23
701,SMK,SH69P26K,771,AU,FT,N9RJP,1,P14101520208,3600,3593,99.8,2014-10-17
702,SMK,SH69P26K,771,AU,FT,N9RJP,2,P14101520206,3600,3594,99.83,2014-10-17
703,SMK,SH69P26K,771,AU,FT,N9RJP,3,P14101520204,3600,3584,99.55,2014-10-17
704,SMK,SH69P26K,771,AU,FT,N9RJP,4,P14101520202,3600,3593,99.8,2014-10-18
705,SMK,SH69P26K,771,AU,FT,N9RJP,5,P14101520201,3600,3583,99.52,2014-10-18
706,SMK,SH69P26K,771,AU,FT,N9RJP,6,P14101520213,3600,3589,99.69,2014-10-18
707,SMK,SH69P26K,771,AU,FT,N9RJP,7,P14101520214,3600,3594,99.83,2014-10-18
708,SMK,SH69P26K,771,AU,FT,N9RJP,8,P14101520203,3600,3583,99.52,2014-10-18
709,SMK,SH69P26K,771,AU,FT,N9RJP,9,P14101520211,3600,3581,99.47,2014-10-18
710,SMK,SH69P26K,771,AU,FT,N9RJP,10,P14101520210,3600,3584,99.55,2014-10-18
711,SMK,SH69P26K,771,AU,FT,N9RJP,11,P14101520205,3600,3597,99.91,2014-10-18
712,SMK,SH69P26K,771,AU,FT,N9RJP,12,P14101520207,3600,3584,99.55,2014-10-18
713,SMK,SH69P26K,771,AU,FT,N9RJP,13,P14101520215,3600,3593,99.8,2014-10-18
714,SMK,SH69P26K,771,AU,FT,N9RJP,14,P14101520212,3600,3580,99.44,2014-10-22
715,SMK,SH69P26K,771,AU,FT,N9RJP,15,P14102006702,3600,3584,99.55,2014-10-23
716,SMK,SH69P26K,771,AU,FT,N9RJP,16,P14102006703,3600,3584,99.55,2014-10-23
717,SMK,SH69P26K,771,AU,FT,N9RJP,17,P14101701001,3600,3588,99.66,2014-10-23
718,SMK,SH69P26K,771,AU,FT,N9RJP,18,P14102007603,3600,3584,99.55,2014-10-23
719,SMK,SH69P26K,771,AU,FT,N9RJP,19,P14101701015,3600,3586,99.61,2014-10-24
720,SMK,SH69P26K,771,AU,FT,N9RJP,20,P14101701009,3600,3590,99.72,2014-10-24
721,SMK,SH69P26K,771,AU,FT,N9RJP,21,P14101701024,3600,3581,99.47,2014-10-25
722,SMK,SH69P26K,771,AU,FT,N9RJP,22,P14101701020,3600,3586,99.61,2014-10-25
723,SMK,SH69P26K,771,AU,FT,N9RJP,23,P14101701022,3600,3590,99.72,2014-10-25
724,SMK,SH69P26K,771,AU,FT,N9RJP,24,P14101701006,3600,3591,99.75,2014-10-25
725,SMK,SH69P26K,771,AU,FT,N9RJP,25,P14101701016,3600,3589,99.69,2014-10-25
726,SMK,SH69P26K,771,AU,FT,N9RJP,26,P14101701019,3600,3595,99.86,2014-10-25
727,SMK,SH69P26K,771,AU,FT,N9RJP,27,P14101701021,3600,3588,99.66,2014-10-25
728,SMK,SH69P26K,771,AU,FT,N9RJP,28,P14101701008,3600,3590,99.72,2014-10-25
729,SMK,SH69P26K,771,AU,FT,N9RJP,29,P14101701007,3600,3591,99.75,2014-10-25
730,SMK,SH69P26K,771,AU,FT,N9RJP,30,P14101701018,3600,3592,99.77,2014-10-25
731,SMK,SH69P26K,771,AU,FT,N9RJP,31,P14102006701,1563,1556,99.55,2014-10-25
732,SMK,SH69P26K,771,AU,FT,N9RJP,32,P14101701011,3600,3592,99.77,2014-10-25
733,SMK,SH69P26K,771,AU,FT,N9RJP,33,P14101701028,3600,3590,99.72,2014-10-25
734,SMK,SH69P26K,771,AU,FT,N9RJP,34,P14101701012,3600,3589,99.69,2014-10-25
735,SMK,SH69P26K,771,AU,FT,N9RJP,35,P14101701023,3600,3586,99.61,2014-10-26
736,SMK,SH69P26K,771,AU,FT,N9RJP,36,P14101701014,3600,3582,99.5,2014-10-27
737,SMK,SH69P26K,771,AU,FT,N9RJP,37,P14101701002,3600,3591,99.75,2014-10-27
738,SMK,SH69P26K,771,AU,FT,N9RJP,38,P14101701025,3600,3591,99.75,2014-10-27
739,SMK,SH69P26K,771,AU,FT,N9RJP,39,P14101701013,3600,3585,99.58,2014-10-27
740,SMK,SH69P26K,771,AU,FT,N9RJP,40,P14101701003,3600,3588,99.66,2014-10-28
741,SMK,SH69P26K,771,AU,FT,N9RJP,41,P14101701026,3600,3590,99.72,2014-10-28
742,SMK,SH69P26M,ANST,CU,FT,N9R4Y-1,1,P14092516402,15000,14939,99.59,2014-10-5
743,SMK,SH69P26M,ANST,CU,FT,N9R4Y-1,2,P14092516401,329,328,99.69,2014-10-5
744,SMK,SH69P26M,ANST,CU,FT,N9R4Y-1,3,P14092516403,10224,10183,99.59,2014-10-6
745,SMK,SH69P26M,ANST,CU,FT,N9R4Y-1,4,P14092815802,15000,14977,99.84,2014-10-6
746,SMK,SH69P26M,ANST,CU,FT,N9R4Y-1,5,P14092920901,957,954,99.68,2014-10-6
747,SMK,SH69P26M,ANST,CU,FT,N9R4Y-1,6,P14092815801,335,327,97.61,2014-10-9
748,SMK,SH69P43K,ANST,AU,FT,N983L,1,P14101402509,3600,3582,99.5,2014-10-21
749,SMK,SH69P43K,ANST,AU,FT,N983L,2,P14101402506,3600,3562,98.94,2014-10-21
750,SMK,SH69P43K,ANST,AU,FT,N983L,3,P14101402508,3600,3591,99.75,2014-10-21
751,SMK,SH69P43K,ANST,AU,FT,N983L,4,P14101402505,3600,3571,99.19,2014-10-22
